Texto,Sentimento
“não tenho nada a ver com isso” “são casos isolados” ou as pessoas estão cegas; ou eu que não pertenço a esse mundo horroroso onde pessoas enaltece esse homem. ,nojo
  tijuca; rio de janeiro; brazil ,nojo
acho graça é q qnd o pedro c sentia ja vitorioso em a emilly vazar; eles criticaram; ae a emilly c sentir a campeã pode ,nojo
nossa como tem gente sangue suga nesse mundo...,nojo
gente; q absurdo o preço dos ovos d páscoa!!! vão se f...c/esses preços!! tá favorável pros netos da dilma e lula. a q ponto chegamos..,nojo
meus pêsames e meu desprezo para quem se sente representado pelo bolsonaro.,nojo
se de acordo com os corruptos ladrões petistas a unica opção ao seu comunismo demagogo e popilusta é o facismo; qye venha o facismo. ,nojo
essa aí n nega desde feto já era projeto de puta! agora é puta feita! uma vez puta sempre puta!,nojo
vivemos em uma sociedade que grita aos 4 ventos ser pró-vida; mas trata suas gestantes igual lixo. sem contar os bebês que morrem por pura negligência. ,nojo
que coisa mais ridícula... precisa isso não.,nojo
kkkkkkk silva jardim tá cheio de bandidão pica; tipo esse cuzão do vídeo!!! ,nojo
sério como vcs não veem esse estrume de ser humano que é o rafael ilha falou que era capaz de duelar ele na faca e agora so pq virou fazendeiro tá rendendo . mano impossível vcs não estarem vendo isso .,nojo
eu fico muito chateada quando vejo alguem postando esse tipo de coisa; um exemplo claro de intolerancia ,nojo
minhs cidade tem a maior concentração de fascistas/machistas/misógenos/conservadores-hipócritas por metro quadrado do planeta!,nojo
sei q munik vai ganhar o mas n quero ver geralda na final. ela usa da idade pra se passar de boazinha.,nojo
a hipocrisia descrita em uma imagem!,nojo
é por coisas como essa que não assisto bbb ou globosta.,nojo
cínica. aproveitadora.,nojo
amigo q é amigo já ouviu o pum do outro kkkkkkl kkk,nojo
quando o macho alfa recebe um não é isso que acontece; denunciem esse bosta! ,nojo
mudando entao; vou virar vegetariana ,nojo
estão ensinando que coisas valem mais do que pessoas. ,nojo
aí que nojo de vocês que idolatram times,nojo
é possível bloquear a sic?? estou farta deste canal pequenino. já chega. nem em zapping lá quero passar. a conceição lino hoje perdeu toda e qualquer credibilidade que pudesse ter como moderadora do que quer que fosse.,nojo
pessoal se aproveitando da desgraça alheia pra fazer campanha política....,nojo
gente mentirosa é o pior tipo!!!,nojo
serião; toda vez que os amigos do meu irmão tão aqui eu tenho vontade de botar fogo neles... típicos heteros babacas ,nojo
odeio q pegue no meu cabelo sem eu te dar intimidade e esses fdp na balada gruda mesmo tnc mano,nojo
cabelo no prato? urggggggggg,nojo
tempo bom era quando se tinha só do pt ou saudadeeee hoje se têm nojo também do stf,nojo
não suporto gente mentirosa pqp... e tem gente que parece não saber viver longe da uma mentira.,nojo
o que esperar de um país que deixa um estuprador em série em prisão domiciliar?,nojo
ladrão corrupto fdp,nojo
quero distância desse tipo de macho e tipo de fêmea ,nojo
é desumano demais! é de chorar junto com as crianças ouvir as gravações e de cortar o coração essa atitude de um presidente que deve ter nascido de chocadeira.,nojo
quando digo q se o hitler se candidatasse; com um jingle chiclete e apoio da universal; era capaz de se eleger ,nojo
que nojoooooo dessa cena lucas e jessica ; se é meu boy numa cena dessa ele não veria minha face nunca mais ; quando se é amizade beleza ; mas existe tesao entre eles ,nojo
a judas acha bonito ter roubado o namorado da mãe. ainda faz cara de orgulhosa.,nojo
a multa é de $510; enquanto os banheiros da rua prof silvio vianna freire transbordando xixi. ,nojo
ser humano é foda se ajuda o outro ser for ganhar vantagens nas coisas se não não estão nem aí!,nojo
quem nasceu pra ser vagabunda; vai ser a vida inteira! ,nojo
chora! chora que o choro é livre. petralhada.,nojo
pra quem vota no pt... lembram ?,nojo
é um jogo de muita sujeira visando o poder.,nojo
da mesma maneira que tenho do lula+pt;tenho tb muito do fhc>bolivariamos igual aos caras(de pau)do stf que não fazem justiça nenhuma.gilmar mendes com sua boca moleme lembra muito o fhc.lula +fhc são fantasmas;esqueletos da no brasil,nojo
governo aumentou a verba para a em mais de 1300%. isto é aumentou o grau de sua canalhice em porcentagens incalculáveis.,nojo
só mesmo nesta merda de pais em que já se passaram 3 dias desde que se soube os resultados antes de serem anunciados aos sócios e ninguém pediu responsabilidades nem se tentou apurar a verdade.,nojo
coisas que não dá nem pra tentar engolir,nojo
toma no cu; a pessoa quebra o orgulho pra pedir desculpa e a desgraça te lesca; ahh vai se fuder. ,nojo
de.hj até a final to neutra nesse muita palhaçada juntas,nojo
estuprador de menores!!! que desse cara!! esse monstro já foi pra cadeia!!!...,nojo
me dá calafrios toda vez que o pedro dá uma secada na cíntia.,nojo
falta de respeito eh eu estar ouvindo o hino hoy te entierro e mudar pra volvamos,nojo
tenho nojo de pessoas que falam mal de alguém pra mim; e no outro dia trata a pessoa como melhor amiga. ,nojo
o cara insiste insiste insiste e quando vc diz não ainda te xinga,nojo
hoje decidi voltar a ser miguel rosa benfica beleneses andré almeida horta pizzi mitro samaris carrillo,nojo
é disso que estou falando  sr osmar machado é só hipocrisia.,nojo
fora livia e leo dias o programa é um serpentário; pessoas que se preocupam com o talento alheio de quem realmente é destaque. até levanta as mãos pro céu; que vergonha; e pensar q mara desfilou só pra te homenagear; foi apedrejada por isso ,nojo
sério que ainda tem gente q humilha os coleguinhas que estudam em universidade particular?,nojo
isso não é clubismo. isso é falta de caráter. por mim deixaria um ano sem pisar no estádio. seria pouco; mas seria. ,nojo
bagunça e desordem no casa ce. o ex secretário provincial foi embora por causa da desorganização!,nojo
savoia no fox sports rádio,nojo
 pena que o golpista;traidor fos trabalhadores e do povo brasileiro. só voto contra o povo desse sem voto!,nojo
é uma falsidade que não tem fim!,nojo
sofri assédio!,nojo
 pf apreende supostas regras de cartel em forma de regulamento de futebol - correio braziliense - ,nojo
eles estão mostrando o real socialismo: luxo para os governantes; e lixo para o povo. sugam tudo do povo; manipulam mentes alimentando divisão mas só querem luxo. ,nojo
adélia cobra!,nojo
tava ruim?? esperem pra ver agora!!,nojo
homofóbicohomofóbico isso daí; taokei?,nojo
eu peço encarecidamente: nunca me chamem de mana. por favor.,nojo
montes de lugares mas tinha d ter a sorte da companhia de uma velha a chupar e lamber uma embalagem de um bolo qq!,nojo
esta dando até ver a galera do se vendendo para os mesmos que…,nojo
não aguento mais olhar pra cara desse bipolar do rafael ilha! afff,nojo
pelo menos vergonha internacional esses safados devem sentir,nojo
da um nojo quando vejo certos post aff,nojo
matheus é mto falso! nem dá papo pra cacau e agora q ela é tá em cima!,nojo
to querendo encontar alguém mais falso que esse garoto; juro que ainda não encontrei... vai ser falso assim na casa do caralho!!! ,nojo
essa gente falsa que vem pagar de amiga para pegar informações sobre nossa vida.....,nojo
aff' tenho nojo de zé tretinha. -_-,nojo
quando a pessoa quer te fuderela faz de tudo,nojo
finalmente alguem veio na e o que muita gente ja sabe mais acreditar são e sabe disso. tenho da desse país.,nojo
esse zeca da força do querer me dá nervos; que típico machista! ,nojo
é disso que estamos falando...,nojo
alguns homens são bem repugnantes.,nojo
como conseguem achar isso maneiro?,nojo
realmente eu tenho muito nojo de ler o site  é muita parcialidade; manipulação e golpismo nas matérias. ,nojo
esse e essa da devem serem macho e femea do e ganharam muitoooooooo ! ; verdade tem que levar tapa na cara mesmo ! ,nojo
se ela é deusa; ela mesma me castiga! ,nojo
família harter não tem nem dignidade de pedi desculpas para o pai da emilly; só passam a mão na cabeça do filhinho riquinho. ,nojo
mau-caráter mauricinho caique,nojo
só esse morro agudo msm namoral,nojo
existem pessoas iguais abutres; vivem e sobrevivem por ficar a espreita da dor ou derrota do outro. destas eu quero cada dia mais distância. ,nojo
meu princípio para o lf é a vomitada que vou dar na cara dele,nojo
tem pessoas q me dão,nojo
quem indeniza as horas no trânsito; as lojas q fecharam antes... quem?? ,nojo
existe coisa pior que gente sem educação ? só gente sem educação que diz que os outros que n tem educação,nojo
ainda sobre e o essa quanta arrrogância hein!,nojo
se eu tivesse a oportunidade de um pedido; so pediria pra acabar com todas as drogas maltidas dessas favelas .. pprt . ,nojo
não gosto quando os caldos das comidas se misturam. e nem sei pq tinha beterraba no prato.,nojo
sobre gleise só tenho uma palavar para definir meu sentimento por ela,nojo
eu não tenho pena; tenho ,nojo
 de 10 palavras que ap fala; 25 são daniel! é muito amor enrustido! ,nojo
onde eu aperto pra esquecer que vi isso...,nojo
e o menino que filmou que entrou rindo; acenando e fazendo joinha pros jornalistas na delegacia? se achando famoso e fodástico! ,nojo
foda-se se é da família; ainda acho que deveria ou morrer ou sofrer tanto a ponto de ter que se humilhar pras pessoas e pra mim ,nojo
lixo mais asqueroso da história da humanidade,nojo
tem homens que parece que nunca viram uma mulher na rua,nojo
hj é o dia do beijo. aquele negócio nojento q um cospe na boca do outro e tenta pegar de volta com a língua.,nojo
então; bobinho!  rio de janeiro; brazil ,nojo
o que mais tem na internet é gente que não é porra nenhuma se achando sabidão juizão das galáxia.,nojo
gente mal amada; ridículas!!! ,nojo
a cara nem arde,nojo
cara de pau is never ends!!! ,nojo
nojo dessa por vcs só já cavaram o seu próprio buraco desse boner,nojo
 estupidez da omissão é algo imperdoável! q nojo!o mundo tá pegando fogo e o sujeito tipo; não sei dq se trata. na verdade a omissão é o refúgio dosincompetentes;dos covardes com fala de coragem mas nas atitudes;são uns verdadeiros babacas idiotas mascarados (rosi),nojo
edição escrota nao mostrou nada da louca manipulando.,nojo
datena; eu tenho nojo; ! disso de de menor. . ,nojo
essa nova secretária de boran já se deu conta do valor de tudo. vai vendo.,nojo
só de ver quem assinou o tal contrato com os ladrões do estado; me dá ânsia de vômito. ,nojo
eita porra!pior que deve ter muito gente igual! hahahahha,nojo
è so para avisar que:caso não haja justiça perante a maior palhaçada desta democracia - lfvieira e moniz - eu assaltarei um banco! se é tudo na boa é tudo na boa; também tenho direito a comer desses bolos.,nojo
acabei de matar um baratossauro.,nojo
arrogância; prepotência.... ,nojo
tudo tem um fim menos meu nojo por certas pessoas,nojo
fico impressionado a capacidade do homem lutar pra transar com uma mulher; fala que ama; da presente; flores; tudo; conseguiu? tchau ,nojo
como q esse povo gosta dessa ana paula? mulher convencida.,nojo
na boa;eu tow pegando meio que de gente que coloca em qualquer assunto;fica aguardando brechas! ,nojo
nossa como esse léo é falso! já não gostei!,nojo
tem cara que parece que nunca viu mulher.,nojo
além de golpista é mentiroso tbm.soa meio que pleonasmo.mas enfim... ,nojo
que nojo tenho quando descubro que uma pessoa fica mentido pra mim,nojo
brasil; pais sem saúde; sem segurança; sem infraestrutura; sem educação; sem gente séria nos governos; pais sem jeito; vergonha total! ,nojo
em menos de 5 minutos q tive o desprazer de ouvir a ouvi a apresentadora chamar as 2 vítimas de bandidos e criminosos.,nojo
ei tite; seu bosta! agora o arthur presta pra você né? na copa ele não servia porque jogava em time brasileiro; foi só vender pro barça que ficou do seu agrado do tite e da cbf; mas do arthur!!! ,nojo
via as patranhas de lula -  ,nojo
dois sórdidos! ,nojo
sentir saudade durante a semana é mole. 11 chamadas perdidas hj; quero saber pq não ligou sábado e domingohahahahahahahahahahaha ,nojo
como é que a pessoa tem a capacidade de maltratar um gato ou qualquer outro tipo de animal?,nojo
mahmoud e ana clara tentando fazer a cabeça da gleice em se jogar para cima do vagner,nojo
sou uma pessoa que ama chocolate/doces diversos... porém não tô suportando pensar em quaisquer tipo de doce na gravidez...,nojo
a exclusão da pagina é exatamente o motivo que a internet começou a desandar com a criação do cada dia mais as redes sociais querem ser uma loja online cheia de propagandas e menos um local para expor informação.,nojo
renan profiça tenta agradar os 2 lados.,nojo
 vc q elogia pra ser elogiado..,nojo
dei block pra não correr o risco dela aparecer dnv na minha tl,nojo
 faz projeto liv; mas de nada adianta se os proprios professores sao os assediadores! ,nojo
via estadão: afastamento de renan pode prejudicar votação da pec do teto no senado -  ,nojo
esse juiz partidário e vendido é o tipo q de pior nossa sociedade produz.,nojo
o q falar d um ser humano desse...lamentável;pois não tem nem comparação; esse sr;acha q ese timinhooo d merda é maior do q 71 vidas...,nojo
 esse povo é podre; independente de classe social; etnia e educação. povo podre!!! como reclamar dos políticos se o povo é corrupto??? falta de solidariedade; de amor; de pensar no próximo esses safados que não precisam do benefício. ,nojo
que tipo de ser humano pedida em um ônibus de viagem???,nojo
dá carne brasileira é muito escroto e babaca .desrespeito com ser humano e família .e dão programa de tv pra esse tipo de gente.,nojo
fui assaltada no cohab indo para o centro; mas só levaram meu dinheiro. meu celular estava escondido e no silencioso pq não sou louca. ,nojo
tem coisa mais agoniante que passar o dia vendo (obrigatoriamente) uma pessoa roendo unha? gzuiz!,nojo
as pessoas se conrrompem por pouco....vendem praticamente a alma — se sentindo com nojo,nojo
se houvesse moral no parlamento ouviriam o povo para uma mudança tão seria no regime; como só existem ladrões farão do jeito deles ,nojo
lf o cara mais verdadeiro da casa sou eu,nojo
um dia ainda olho bem dentro da cara; falo tudo q está engasgado e mando tomar dentro do olho do cu. ,nojo
se fudeeeeeer! vai tomar no cu,nojo
pedofilia é crime!! doença é pensar diferente....,nojo
quando você descobre que a foi traída... tem homem que não merece o chão que pisa mesmo.,nojo
que porcaria! em pleno chiado! porque é que não existe uma app para windows phone?,nojo
antes de brigar com o seu amigo ou familiar por causa de política; veja esta foto! farinha do mesmo saco! ,nojo
essa globo é mala; já prevendo que vai pro paredão a ana paula e o ronan; colocou paredão triplo pra não sair os dois nojentos! ,nojo
parabéns pela hombridade de estar pagando a serie b que a matriz até hoje não pagou e com boas chances de assim como o original cair para 3a.isso que é seguir tradições do clube,nojo
também tem aquelas pessoas que gosta de se amostrar nas coisas dos outros.,nojo
covardes!!! e ainda tem político que defende esses vagabundos.,nojo
um copo de leite; bolo e tv. como mágica; algum personagem resolve vomitar durante minha refeição. ,nojo
esse é o bolsonaro baré !!! kkkkkkkkkkkkkkkkkkkk,nojo
as pessoas me perguntando sobre minha posição política; só tenho uma coisa pra falar: e ,nojo
este jornalista/cidadão é daquele tipo que xinga o povo de brasília; os políticos; mas faz igual! jeitinho brasileiro! ,nojo
estão a acabar com o pouco de clube que podiam ter...,nojo
aquela amostra de perfume que lembra o cheiro do ex crush,nojo
o pt tirou todo mundo da pobreza e esqueceu de mim,nojo
nunca gostei dessa deputada! afff...,nojo
tem mtt gnt falsa que se faz de amigo,nojo
tem que pegar e sentar à porrada numa filha da puta dessa e tb nesses merdas em pé olhando !!,nojo
o escroto desqualificado a peguete burra e ela rindo.. adorando ser exposta.. eu não sei quem é pior,nojo
vou ali vomitar dessa quadrilha!,nojo
tem umas pessoas que se aproximam de vc só pra saber da tua vida; paga de psicóloga só pra saber das suas intimidades e sai espalhando por aí. ,nojo
a desgraça daquela embuste da day mccarthy parece o voldemort; sendo que + feia.. e ainda quer ofender crianças inofensivas.. ,nojo
bolsonaro exaltando cunha!!! e o seu lema bandido bom; é bandido morto hein bolsonaro ,nojo
pcdob - partido capitalista do brasila esquerda mais decepcionante desse país.,nojo
agora entendemos porque tanto “evangélico“ era a favor... alguém avisa os desavisados que pertencemos a um estado laico!,nojo
faço do rick as minhas palavras. dessa corja de esquerda,nojo
sinceramente; não tenho paciência pra pessoas cínicas! ,nojo
acho que o pior sentimento que existe ; é oque eu sinto por vc ,nojo
os boçais mortos de fome aprenderam a bater em trabalhador. ,nojo
uns pau no cu que aparece na minha vida: não gosto de ficar com negras não. mas vc pqp... muito linda! ,nojo
que mania feia de petistas cuspir no povo .,nojo
me salve ou não te salvo!! ,nojo
o que dá mais ódio é ver a cara de paisagem do arcebispo de são paulo. padroado não tem fim. ,nojo
nunca tive um ex namorado que hoje eu penso: que nojo; mexeu com minha família eu viro bicho!a vontade de vomitar nesse filho da puta e ladrão que esta sendo! se eu for postar print de ameaças desse safado,nojo
quero é que essas pragas se explodam! ,nojo
a mídia já está levantando a hipótese do lucas ter armado tudo isso com a noiva aqui fora para alavancar a carreira dela( famoso 15 min de fama de traída ).to cada dia mais certa disso e o tá usando a jessica para isso.,nojo
que bom q por aqui hj foi só amor. mais lá no ig a nojeira tá grande. me bateu a indignação. mais uma pag denunciada.,nojo
o que leva uma pessoa a se envergonhar da própria família ?,nojo
só tem uma explicação. a quer acabar com o de uma vez e achou o pior jeito de fazer isso.,nojo
socorroooo! de onde sairam essas pessoas? o mundo esta ao contrario e ninguem reparou.,nojo
ódio é sentimento ruim que machuca; tenho isso por ninguém; mas tenho sim até de baratas; e hoje pt é nojo,nojo
eu tenho nojo dessas pessoas que vivem na merda. mais insistem em querer ser melhor que os outros!!!,nojo
... que país é esse????? chega de manifestações…,nojo
como tem publicitário lixo no mercado.,nojo
essas minhas amigas olha; são tudo doida; pqp tem nem  de pegar uma doença sla ,nojo
essas pessoas sinicas,nojo
acabei de ouvir uma estória nojenta sobre catarro e suco de cupuaçu,nojo
pago todos os pecados no céu e no inferno aguentando esse esgoto humano conhecida por minha vizinha...,nojo
quando me dizem - até já - com aqueles olhos de que querem comer (me).,nojo
nunca mais vejo ontem 90% foi a falar do slb e ainda interrompem nos outros para falar do slb...,nojo
é muito falso ! tudo pelo poder !,nojo
nojo desse fdp desse joão de deus e de todos os babacas retardados machistas que em algum momento abusam e violentam qqer mulher; física ou moralmente. ainda mais quando se aproveita de uma posição de confiança e vulnerabilidade... nojo ,nojo
amo pessoas que não perde tempo hahaha,nojo
a umbanda branca de larajeiras tem de tudo: racistas; homofobicos e um pai de santo que é chamado de dr.,nojo
credo; ainda joga tese pro  sendo que tem namorado; ,nojo
 muita gente sai da nossa vida pensando que pode voltar; mas esquecem que nem todo lixo é reciclável! ,nojo
que cobrinha o marcos gente,nojo
oh! pro nosso judiciário! só decisão de primeira!!,nojo
eu choro de rir com esse tipo de pessoa que tem um lance sério com alguém e fica se jogando pra outra,nojo
da nojo essas propagandas da reforma da previdência no sbt. sílvio queimando seu filme após ser citado na operação conclave.,nojo
é pra sentar e chorar com tamanha nojeira dessa nossa política e políticos.,nojo
pode tentar passar a perna; a gente pode até cair; mas se levanta mais forte!!! ,nojo
lixos humanos; se aproveitando de uma comoção nacional na calada da noite! ,nojo
n pego bem com vinho e nem catuaba,nojo
tenho desse povo que se traveste da religião pra conseguir o que quer.,nojo
caraca mano; nem a minha privada em casa tem esse cheiro de merda daqui de pinheiros!! ,nojo
macho escroto relatando escrotisse pra os iguais. são tantos assim.,nojo
nada de extraordinário vindo do ,nojo
a irmã e o primo são presos; mas o bonito não pode?? pqp!!! ,nojo
não basta ter vergonha desse país; querem q a gente odeie mesmo. ,nojo
essa produção do é tão fdp que a prova do anjo amanhã será um quizz sobre direito do consumidor,nojo
quando vem me dizer que preciso parar de comer; que tem que emagrecer a minha vontade é de pedir pra pessoa se alguma vez pedi dinheiro pra ela pra comprar comida ou se eu como das panelas dela. ,nojo
bando de idiotas alienados; destruindo brasília hoje. ,nojo
tirem vcs mesmo à conclusão.,nojo
caracaaa; o cara falar isso: já pegou fogo; quer que eu faça o que? kkkkkkk mdsssssssssssss; q homem sem noção!! e pior ainda quem defende e vai votar nele!! ,nojo
desses casais ridículos,nojo
ótimo; libera a arma aí .... vai ser tipo isso ,nojo
a está aproveitando um momento de luto; pra angariar militantes idiotas inocentes úteis nas redes sociais.tenha muito ,nojo
é muita babação com essa bruna.,nojo
globo canalha cospe na cara das pessoas de bem ao inventar um arquivo confidencial com josé de abreu. o que ele deve são desculpas.,nojo
a candidata a vice presidente pelo pt em uma missa??? como católica praticamente repudio veementemente tal atitude. se tivesse ido em qualquer outro momento fora o período eleitoral eu me calaria; mas ir em algo que não acredita só para ter voto. ,nojo
brasileiro curte covarde!,nojo
nosssssa muito xenofobica elaaff xenofobica escrotatinha que ser expulsa; xenofobia é crimemimimimimimimicadê vcs haters nojentos... pra atacar gleeice vem de bonde né ,nojo
pior dia da vida foi ter q trabalhar em pleno domingo na paulista,nojo
eu to pegando embuste de gente q eu não imagina pegar nem tão cedo,nojo
só acho q é um pouco abusada;mas ok ,nojo
tenho pena de algumas pessoas por estarem caindo no papinho dessa aí.,nojo
insta storie da só me mostrou que o ser humano consegue ser o ser mais nojento e ridículo desse mundo,nojo
nojo do nosso judiciário!,nojo
só avisando: o item 1 do jogo da baleia azul é comer um prato cheio de merda!,nojo
heitor nao pode pegar uma caneta e um caderno na mão q ja quer escrever papai. ,nojo
toffoli revoga prisão de paulo bernardo na operação custo brasil  via,nojo
lula diz que não sabia de nada e o atual que viu solidariedade na propina da jbs ,nojo
oxi e o golpe?!?! hipócritas esquerdistas,nojo
já comenta com as palavras do papá a quem roubou a pensão!!! falta de vergonha.,nojo
eu achando que ela era mina pra casar; mas na real era uma baita puta rodada e com o toba estourado! ,nojo
começou o drama kkkkk,nojo
nojo de pessoas falsas e hipócritas; que so basta um erro para apagar tudo que o cara fez em 1 mês pessoas assim me dão sono. ,nojo
a minha diva sempre certa. as piadas do são escrotas e de duplo sentido assim como ele. ,nojo
gente que ridícula essa day mccarthy,nojo
vendo meu sobrinho receber a medalha da obmep das mãos do nojento do mendoncinha. eles mereciam alguém descente pra fazer isso...,nojo
nojo de bts grupo nojento ficam copiando o bangtan grupo sem criatividade,nojo
repare como gleisi aprarece em destaque na capa do site jornal do brasil e junte com a denúncia de hoje contra o haddad. não; não é perseguição. claro que não. sei. ,nojo
fiscal de ônibus são tudo lixo!o camarada não tem dinheiro pra pagar passagem; é constrangido e expulso do transporte público. ,nojo
compartilhem o quanto vocês puderem para todos verem od vermes que voltaram contra os brasileiros desses mal caráter,nojo
avisem pro tal sujeito não é problema geracional. é de caráter.,nojo
por causa dessa merda de client bugado que da crash o tempo todo e por conta de muitos trolls que quitam; eu pago a conta... essa só me fode. ,nojo
gente eu to hitando com o tweet de,nojo
enquanto isso na outra rede social.,nojo
tem umas coisas que as pessoas postam no tt;tão desnecessário cr;principalmente sobre atos sexuais!!!! ,nojo
não gosto dele porque ele propaga o ódio!. tomara que morraincoerência; a gente vê por aqui!,nojo
aos alienados vcs ainda tem alguma dúvida??? de armação .. chega! to fora,nojo
 vcs deveriam sentir muita vergonha de proteger o maior ladrão q já existiu! vcs não respeitam nosso país; muito menos nossas leis; preferem proteger bandido! ,nojo
tem que gente que mata e morre por esse desgraçado.,nojo
capelas blogosféricas da socratolatria; take 2.aspirina b; um na taberna do patriota valupi.,nojo
o brasil lisboeta é misógino e autoritário.,nojo
cara-de-pau nível extremo!,nojo
quem é que prega o ódio mesmo???querem respeito? respeitem também! ,nojo
assistindo a discussão da madrugada entre o casal yunick eu percebi como algumas mulheres aceitam serem ofendidas e ficam de boa. aí eu entendi pq um certo  mesmo ofendendo seus fãs continua sendo venerado como um deus. q sociedade é essa q acieta esse tipo de agressão.,nojo
esse vídeo com umas pessoas q se dizem políticos recebendo o $ de propina demonstra a baixeza que o ser humano chega ,nojo
deve ser pra tirar o foco da vergonha que estamos passando nas mãos desses governantes de merda que nos representam... ,nojo
cuspindo no prato que comeu né.... como se não fosse um dia parte do e do da dilma.,nojo
tenho um pouco de nojo do marcelo provando a comida e mexendo novamente com o mesmo talher que levou a boca,nojo
josé ricardo candidato em manaus,nojo
sorveteria virou ‘serviços médicos’ em fraude milionária da saúde no maranhão; diz pf ,nojo
faustão fazendo propaganda do livro q tem a foto do sérgio mora kkkkk ,nojo
nojo da política do nosso país! e,nojo
gente esse país tá muito louco. quero ir embora. vergonha real.,nojo
que não aceite mesmo!,nojo
a justiça desse país está dizendo: tudo bem vc. estuprar 37 pacientes; sendo milionário não dá nada! ,nojo
a pessoa fica pagando de coitada e feia pra conseguir elogio.... kakakakakaka ai ai apenas,nojo
roberta mentindo na cara de pau,nojo
mas nāo se marcam crianças? marcam?até onde essa cafonalha vai?,nojo
qto+ mexe; + fede!!!! ,nojo
pegando um ranço de que olhaaaa só maldade vencendo,nojo
como pode existe pessoas assim né?,nojo
preso injustamente? ah vai a puta que pariu...,nojo
como eles têm coragem de colocar o hino nacional pra esta corja!,nojo
aquela galera que fica tentando criar contenda pra se dar bem. qual é nome?,nojo
dissimulados. vergonha nacional o stf.,nojo
o povo se vende por migalhas. tnc caraí,nojo
pimentel vai buscar filho em festa de réveillon com helicóptero do governo de minas - política - estadão ,nojo
e agora gigante?? lula na casa civil??? é muita putaria!!,nojo
se tem uma coisa mais suja do que privada no brasil é a política...,nojo
nojo desse marcos fazendo o possível pra reconquista os fãs q ele chutou e tirou com a cara só pq vai pra fazenda,nojo
{morro de dó mas nem ligo... nojo dessa corja imunda!!!},nojo
e o falecido irmāo da educadora rola na tumba,nojo
exatamente isso!,nojo
esses caras só querem o caos!não estão nem aí pro brasil! só querem o poder! dessa corja!,nojo
que cara escroto,nojo
to fazendo um trabalhinho da facul,nojo
pelo fim da odebrecht… mentirosos… culpam nossos politicos tao honestos por atos absurdamente falsos..pqp,nojo
tem coisas que merecem ser compartilhadas.meus pêsames para mim e para todos aqueles que têm aderentes sangue do seu sangue que fazem questão em votar nesse nojo de pessoa.,nojo
chega ser d 1 podridão sem tamanho. nojo d gente assim.esse tipo d pessoa; pode ter certeza q a msm q cobra honestidade... ,nojo
e na calada da noite ... os gatunos fazem o q querem,nojo
dracena uma cidade muito bosta! as pessoas que moram lá é mais bosta ainda,nojo
da onde vem o foie gras....,nojo
ô crente;se é tão santo pq ta na terra ainda? deveria ter sido arrebatado já; né?! quase jesus; o ser de luz; o não pecador. ,nojo
mais um pouquinho e nós chegamos na ditadura militar. pode esperar.,nojo
vendo a entrevista do agora. repudio esse canalha e repudiu 10 vezes mais quem vai votar nele.,nojo
velho punheteiro vindo me seguir eu do logo blog,nojo
tem gente que soma tem gente que suga,nojo
parece aquelas mulheres atrás de marido safado,nojo
e o problema real é generalizar homens; me poupe. ,nojo
esse feitiço é poderoso kkkkkk,nojo
pare record que tá ficando feio.,nojo
eh só chegar a porra da noite q eu começo a pensar em barata caindo na minha cama enquanto durmo,nojo
a pm tem ou não tem que moer na porrada essa gente?!e ainda há quem os defenda... ,nojo
é tudo normal não é não é mas é penalizar os que dizem verdades no facebook; que isto não interessa! ,nojo
ela está igual a lia com o cadu,nojo
eu ia ficar mto puto se no meu impedimento eu tivesse q assinar um documento de word barango feito em times new roman,nojo
esse pastor; bispo ou sei lá oq é um grandessíssimo canastrão. ,nojo
uma das coisas que mais me irrita; é quando alguém arrota do meu lado! ,nojo
~eduardo paes~ fujam para as montanhas.,nojo
misericórdia pior que as atitudes dela não deixam a duvidar...,nojo
homem que bate em mulher não vale o que come; tem q morre uns coisão desse kkkkk 󾌴󾮖󾮗,nojo
vergonhoso e um tapa bem dado na cara do povo!,nojo
primeiro eu tenho vontade de chorar ao ler isso. depois; vontade de capar um sujeito desses. |  ,nojo
é verdadeiramente irritante e nojenta a postura de bonner e renata vasconcelos; entrevistando haddad. ,nojo
rafael pilha e evandro nota de 3 nessa prova horrorosa...dois ratos mesmo...,nojo
pq tá claro que ele é o melhor que há no momentoepq essa delação armada pelo me dá prova?,nojo
existe uma grande diferença quando vc se relaciona com homem & com moleque .. homem nos se resolvemos moleque rende com piadas ..,nojo
pt teve treze anos para não cobrar imposto de renda de quem ganha abaixo de 5 salários; mas sempre arrochou mais e mais. agora roubam a proposta do bolsonaro. ,nojo
que vergonha de ser do mesmo país dele,nojo
incrível como esse tipo de coisa é permitida; e mais ainda é saber q existem pessoas q gostam. ,nojo
é serio que cantaram o hino nacional ao final dessa presepada?,nojo
viver de aparência p os outros é muito mais fácil pra algumas pessoas .,nojo
olar. bom dia; nação retrógrada! ,nojo
o raça de mulher a toa viu!,nojo
já tá um frio de renguear cusco daí passa avião o tempo todo pra fazer mais vento! ,nojo
eu nao falo eh nada,nojo
é muito mimimi,nojo
pq deus nos livre constranger um desgraçado corrupto q rouba de quem já ta endividado; desse ,nojo
 filhos da puta; em 30 anos de cliente nunca vi nada assim; é sms; emails; etc quero sair; nunca quis entrar banco publico pago c meus impostos e tenho de ir a uma agência cancelar o q nunca consenti? ,nojo
que cara infantil gente. jd a educação que ele fala q tem?,nojo
